yearID,teamID,G,W,WAR,Salary,Adj_Factor,Adjusted_Salary,Attendance
2008,ARI,162,82,7.1,"$66,202,712 ",1.17,"$77,457,173 ","2,509,924"
2008,ATL,162,72,24.1,"$101,975,683 ",1.17,"$119,311,549 ","2,532,834"
2008,BAL,161,68,21.6,"$59,804,580 ",1.17,"$69,971,359 ","1,950,075"
2008,BOS,162,95,30.5,"$125,390,035 ",1.17,"$146,706,341 ","3,048,250"
2008,CHC,163,89,20.7,"$120,345,833 ",1.17,"$140,804,625 ","3,300,200"
2008,CHW,161,97,19.2,"$120,796,832 ",1.17,"$141,332,293 ","2,501,103"
2008,CIN,162,74,8.3,"$69,100,195 ",1.17,"$80,847,228 ","2,058,632"
2008,CLE,162,81,29,"$78,970,066 ",1.17,"$92,394,977 ","2,169,760"
2008,COL,162,74,11.9,"$68,655,500 ",1.17,"$80,326,935 ","2,650,218"
2008,DET,162,74,20.7,"$136,343,696 ",1.17,"$159,522,124 ","3,202,654"
2008,FLA,161,84,18.3,"$19,441,500 ",1.17,"$22,746,555 ","1,335,075"
2008,HOU,161,86,16.5,"$87,556,807 ",1.17,"$102,441,464 ","2,779,287"
2008,KCR,162,75,7.8,"$58,970,500 ",1.17,"$68,995,485 ","1,578,922"
2008,LAA,162,100,19.1,"$109,716,333 ",1.17,"$128,368,110 ","3,336,744"
2008,LAD,162,84,15.2,"$102,578,135 ",1.17,"$120,016,418 ","3,730,553"
2008,MIL,162,90,26,"$76,687,499 ",1.17,"$89,724,374 ","3,068,458"
2008,MIN,163,88,22.1,"$56,932,766 ",1.17,"$66,611,336 ","2,302,431"
2008,MON,161,59,8.2,"$54,511,000 ",1.17,"$63,777,870 ","2,320,400"
2008,NYM,162,89,25,"$129,984,376 ",1.17,"$152,081,720 ","4,042,047"
2008,NYY,162,89,20.8,"$211,496,041 ",1.17,"$247,450,368 ","4,298,655"
2008,OAK,161,75,18.6,"$47,967,126 ",1.17,"$56,121,537 ","1,578,922"
2008,PHI,162,92,28.6,"$94,302,380 ",1.17,"$110,333,785 ","3,422,583"
2008,PIT,162,67,13.7,"$48,286,283 ",1.17,"$56,494,951 ","1,609,076"
2008,SDP,162,63,18.2,"$72,286,416 ",1.17,"$84,575,107 ","2,427,535"
2008,SEA,162,61,17.1,"$117,276,482 ",1.17,"$137,213,484 ","2,329,702"
2008,SFG,162,72,3.7,"$74,094,500 ",1.17,"$86,690,565 ","2,863,837"
2008,STL,162,86,31.7,"$91,476,449 ",1.17,"$107,027,445 ","3,430,660"
2008,TBD,162,97,27.9,"$44,569,897 ",1.17,"$52,146,779 ","1,780,791"
2008,TEX,162,79,31.8,"$67,316,996 ",1.17,"$78,760,885 ","1,945,677"
2008,TOR,162,86,23.5,"$97,390,000 ",1.17,"$113,946,300 ","2,399,786"
